Date,Year,Model,Revenue,Quantity Sold,Region,Country,Channel
30-11-22,2022,Yaris,59288,5,North America,Mexico,Wholesale
30-11-22,2022,Corolla,78987,3,Africa,Kenya,Wholesale
01-12-22,2022,Vitz,68188,2,Africa,Nigeria,Dealership
01-12-22,2022,Prius,96403,5,Europe,France,Wholesale
01-12-22,2022,Yaris,108160,2,North America,Canada,Dealership
01-12-22,2022,Yaris,88238,1,Asia,Japan,Dealership
01-12-22,2022,Tundra,68260,2,Asia,China,Wholesale
02-12-22,2022,Corolla Cross,84986,1,Asia,Thailand,Wholesale
02-12-22,2022,Corolla,53826,2,South America,Argentina,Wholesale
02-12-22,2022,Corolla Cross,96219,2,North America,Mexico,Online
02-12-22,2022,Tundra,107795,3,North America,Mexico,Online
02-12-22,2022,Corolla,75532,3,North America,United States,Online
03-12-22,2022,Corolla,70409,4,Africa,Kenya,Online
03-12-22,2022,Tundra,40185,2,Africa,Kenya,Online
03-12-22,2022,Vitz,118454,1,Asia,Japan,Online
04-12-22,2022,Corolla Cross,96408,2,Africa,South Africa,Online
04-12-22,2022,Tundra,74327,5,Asia,India,Online
07-12-22,2022,Corolla,74828,1,Europe,United Kingdom,Dealership
07-12-22,2022,Corolla,111573,5,South America,Chile,Online
07-12-22,2022,Corolla,36503,4,Europe,Spain,Online
07-12-22,2022,Corolla,35361,5,Asia,China,Wholesale
07-12-22,2022,Corolla Cross,60697,4,South America,Chile,Dealership
08-12-22,2022,Prius,64600,4,North America,Canada,Online
09-12-22,2022,Prius,117941,4,Africa,South Africa,Wholesale
09-12-22,2022,Yaris,77769,5,North America,Mexico,Online
09-12-22,2022,Corolla Cross,67459,4,Europe,Germany,Online
10-12-22,2022,Corolla,43952,4,Europe,Spain,Wholesale
10-12-22,2022,Yaris,95573,3,Europe,Spain,Wholesale
10-12-22,2022,Vitz,67602,2,North America,United States,Wholesale
11-12-22,2022,Prius,45316,4,Asia,India,Dealership
12-12-22,2022,Yaris,38174,1,South America,Peru,Dealership
12-12-22,2022,Yaris,52597,1,North America,Mexico,Dealership
13-12-22,2022,Yaris,118325,3,Europe,Germany,Wholesale
13-12-22,2022,Prius,41360,5,North America,United States,Dealership
13-12-22,2022,Prius,89092,5,Africa,Egypt,Online
14-12-22,2022,Vitz,37807,5,Asia,China,Online
15-12-22,2022,Tundra,66126,4,South America,Chile,Online
15-12-22,2022,Tundra,70916,5,Asia,South Korea,Wholesale
16-12-22,2022,Tundra,102807,5,Asia,China,Dealership
16-12-22,2022,Vitz,118247,2,Africa,Morocco,Dealership
17-12-22,2022,Vitz,84554,4,Asia,China,Wholesale
17-12-22,2022,Yaris,33960,4,Africa,Nigeria,Online
18-12-22,2022,Vitz,114675,1,Africa,Kenya,Online
18-12-22,2022,Vitz,33553,1,North America,United States,Dealership
18-12-22,2022,Corolla Cross,70721,2,South America,Peru,Online
19-12-22,2022,Tundra,76051,3,North America,Canada,Online
19-12-22,2022,Vitz,72996,4,South America,Colombia,Wholesale
19-12-22,2022,Prius,36531,1,South America,Peru,Wholesale
20-12-22,2022,Vitz,96345,5,Asia,South Korea,Online
21-12-22,2022,Corolla Cross,88989,4,Europe,Italy,Dealership
22-12-22,2022,Vitz,53238,4,Africa,Egypt,Wholesale
22-12-22,2022,Corolla Cross,39607,4,Africa,South Africa,Online
22-12-22,2022,Corolla Cross,101587,1,North America,Canada,Dealership
22-12-22,2022,Corolla,118018,2,Africa,Kenya,Online
23-12-22,2022,Prius,67289,1,South America,Argentina,Online
23-12-22,2022,Vitz,63158,5,Asia,Thailand,Wholesale
25-12-22,2022,Vitz,37135,5,Africa,Nigeria,Wholesale
26-12-22,2022,Corolla,72541,3,South America,Chile,Dealership
26-12-22,2022,Corolla,58340,1,South America,Brazil,Dealership
26-12-22,2022,Prius,68660,1,Asia,Thailand,Online
26-12-22,2022,Vitz,69103,3,Asia,China,Dealership
28-12-22,2022,Corolla,116962,3,North America,United States,Online
29-12-22,2022,Corolla,117694,4,Africa,Kenya,Dealership
29-12-22,2022,Prius,41842,4,Asia,China,Wholesale
30-12-22,2022,Corolla Cross,118762,5,South America,Chile,Online
30-12-22,2022,Tundra,87840,2,Asia,India,Online
31-12-22,2022,Corolla,104891,5,Asia,Japan,Online
31-12-22,2022,Corolla Cross,113816,1,North America,United States,Wholesale
31-12-22,2022,Corolla Cross,51278,2,North America,United States,Wholesale
01-01-23,2023,Corolla Cross,116541,4,Africa,Kenya,Wholesale
01-01-23,2023,Vitz,102988,3,Europe,United Kingdom,Online
02-01-23,2023,Corolla,79240,3,South America,Peru,Online
03-01-23,2023,Tundra,97178,5,Africa,South Africa,Wholesale
03-01-23,2023,Corolla,59402,1,Asia,India,Online
04-01-23,2023,Vitz,113817,1,Africa,Egypt,Wholesale
04-01-23,2023,Prius,105965,3,North America,United States,Wholesale
04-01-23,2023,Yaris,95824,5,South America,Peru,Online
04-01-23,2023,Prius,93696,5,Africa,Morocco,Online
05-01-23,2023,Prius,108473,4,Africa,South Africa,Dealership
05-01-23,2023,Corolla,58794,4,Africa,Morocco,Dealership
05-01-23,2023,Prius,80154,4,Africa,South Africa,Wholesale
06-01-23,2023,Corolla Cross,102944,2,South America,Argentina,Dealership
07-01-23,2023,Vitz,92391,5,North America,Mexico,Wholesale
07-01-23,2023,Vitz,119860,5,North America,Mexico,Dealership
08-01-23,2023,Tundra,87872,4,Europe,Germany,Dealership
08-01-23,2023,Corolla,57728,3,North America,Mexico,Online
08-01-23,2023,Vitz,75485,4,Africa,Morocco,Online
09-01-23,2023,Tundra,89608,2,Africa,Egypt,Wholesale
10-01-23,2023,Yaris,39676,3,Asia,China,Dealership
10-01-23,2023,Prius,95364,5,North America,United States,Dealership
10-01-23,2023,Corolla,103118,2,Asia,India,Dealership
11-01-23,2023,Vitz,64754,2,Europe,United Kingdom,Wholesale
11-01-23,2023,Corolla,49584,3,North America,Mexico,Dealership
12-01-23,2023,Prius,53265,4,South America,Brazil,Dealership
12-01-23,2023,Vitz,65388,4,Africa,Nigeria,Wholesale
12-01-23,2023,Corolla,93874,1,Europe,United Kingdom,Dealership
12-01-23,2023,Corolla Cross,55035,3,Europe,Spain,Online
12-01-23,2023,Vitz,69899,4,Africa,Kenya,Online
13-01-23,2023,Tundra,96833,2,North America,United States,Online
13-01-23,2023,Vitz,37322,4,Africa,Nigeria,Wholesale
13-01-23,2023,Vitz,56866,4,South America,Peru,Wholesale
13-01-23,2023,Tundra,98683,2,North America,Canada,Dealership
13-01-23,2023,Prius,114727,3,South America,Argentina,Wholesale
14-01-23,2023,Corolla Cross,74954,1,North America,Mexico,Dealership
15-01-23,2023,Corolla Cross,89722,4,Africa,Kenya,Dealership
15-01-23,2023,Prius,53492,4,Europe,Italy,Online
16-01-23,2023,Corolla Cross,109914,4,Europe,Germany,Dealership
16-01-23,2023,Corolla Cross,77397,3,Asia,South Korea,Dealership
17-01-23,2023,Corolla,36157,2,Asia,India,Wholesale
17-01-23,2023,Corolla Cross,33926,2,North America,Mexico,Online
18-01-23,2023,Corolla,48733,2,South America,Chile,Online
18-01-23,2023,Vitz,64484,2,Europe,Spain,Online
19-01-23,2023,Tundra,118509,2,Europe,Italy,Dealership
19-01-23,2023,Corolla Cross,76517,2,Africa,Nigeria,Wholesale
19-01-23,2023,Prius,73382,4,South America,Chile,Online
19-01-23,2023,Corolla,84470,4,Asia,South Korea,Wholesale
19-01-23,2023,Corolla,110195,2,South America,Argentina,Dealership
20-01-23,2023,Yaris,87805,2,Africa,South Africa,Wholesale
20-01-23,2023,Vitz,96433,3,North America,Canada,Dealership
21-01-23,2023,Vitz,65175,3,Africa,Egypt,Wholesale
21-01-23,2023,Vitz,110759,5,North America,Canada,Online
21-01-23,2023,Yaris,117157,4,Asia,Japan,Dealership
22-01-23,2023,Prius,60530,2,North America,Canada,Wholesale
22-01-23,2023,Corolla,98367,4,South America,Chile,Wholesale
22-01-23,2023,Tundra,44542,5,Africa,Egypt,Online
23-01-23,2023,Corolla,89739,3,Europe,France,Dealership
23-01-23,2023,Tundra,77285,5,Europe,France,Dealership
23-01-23,2023,Vitz,77401,1,South America,Brazil,Wholesale
25-01-23,2023,Vitz,105730,3,North America,Mexico,Dealership
26-01-23,2023,Tundra,63380,4,Africa,Egypt,Online
26-01-23,2023,Camry,32594,3,Asia,India,Wholesale
26-01-23,2023,Camry,85444,5,Africa,South Africa,Online
26-01-23,2023,Tundra,68736,2,Africa,Kenya,Wholesale
26-01-23,2023,Vitz,59870,5,Asia,India,Online
27-01-23,2023,Tundra,72368,5,North America,Canada,Wholesale
28-01-23,2023,Tundra,33774,2,South America,Colombia,Online
29-01-23,2023,Vitz,98305,4,North America,Mexico,Dealership
29-01-23,2023,Tundra,103916,4,Europe,United Kingdom,Online
29-01-23,2023,Vitz,94566,3,Africa,Nigeria,Wholesale
30-01-23,2023,Camry,99561,5,Asia,South Korea,Wholesale
30-01-23,2023,Camry,55839,3,North America,Mexico,Dealership
30-01-23,2023,Corolla Cross,71168,2,South America,Argentina,Dealership
30-01-23,2023,Vitz,114560,1,Africa,Morocco,Wholesale
31-01-23,2023,Vitz,43550,4,Africa,Nigeria,Dealership
31-01-23,2023,Corolla Cross,88215,2,Europe,France,Dealership
31-01-23,2023,Vitz,114021,4,Asia,India,Wholesale
31-01-23,2023,Vitz,99142,3,Africa,South Africa,Dealership
01-02-23,2023,Vitz,117189,1,Asia,South Korea,Wholesale
01-02-23,2023,Camry,41651,5,North America,United States,Wholesale
03-02-23,2023,Corolla Cross,88611,4,South America,Chile,Online
03-02-23,2023,Corolla Cross,36116,5,Asia,India,Wholesale
03-02-23,2023,Prius,118198,3,North America,United States,Online
03-02-23,2023,Vitz,113822,4,Europe,Spain,Dealership
04-02-23,2023,Camry,107228,3,South America,Argentina,Online
05-02-23,2023,Tundra,41817,5,North America,Mexico,Dealership
05-02-23,2023,Corolla Cross,111119,3,Asia,Thailand,Dealership
06-02-23,2023,Vitz,100880,3,North America,United States,Online
06-02-23,2023,Corolla Cross,70285,3,Europe,Spain,Online
07-02-23,2023,Camry,34284,2,Africa,Morocco,Online
07-02-23,2023,Corolla Cross,37472,2,Asia,Japan,Dealership
07-02-23,2023,Vitz,93647,4,North America,United States,Dealership
07-02-23,2023,Tundra,69782,3,Europe,Spain,Wholesale
07-02-23,2023,Camry,106661,3,Asia,Thailand,Dealership
08-02-23,2023,Tundra,94551,3,Africa,South Africa,Online
08-02-23,2023,Tundra,63485,2,North America,Mexico,Online
08-02-23,2023,Yaris,76775,5,Europe,Germany,Online
09-02-23,2023,Tundra,45973,3,North America,Mexico,Dealership
09-02-23,2023,Vitz,65777,1,Africa,Egypt,Online
09-02-23,2023,Corolla Cross,106181,4,Asia,India,Dealership
10-02-23,2023,Vitz,32634,2,Africa,Egypt,Online
10-02-23,2023,Camry,57653,5,Europe,France,Dealership
11-02-23,2023,Camry,106345,1,Europe,United Kingdom,Dealership
11-02-23,2023,Tundra,63756,3,Africa,Egypt,Wholesale
11-02-23,2023,Corolla Cross,75854,2,Europe,United Kingdom,Dealership
12-02-23,2023,Corolla Cross,32057,3,Asia,China,Dealership
12-02-23,2023,Camry,46220,4,Africa,Egypt,Dealership
13-02-23,2023,Prius,34509,2,Africa,South Africa,Wholesale
13-02-23,2023,Prius,113890,1,Africa,Morocco,Wholesale
14-02-23,2023,Vitz,96083,5,South America,Brazil,Online
14-02-23,2023,Camry,92876,5,South America,Peru,Dealership
15-02-23,2023,Prius,117581,4,Europe,France,Online
15-02-23,2023,Camry,101922,5,South America,Peru,Wholesale
15-02-23,2023,Vitz,79641,5,Europe,France,Online
16-02-23,2023,Vitz,59063,4,Asia,Thailand,Wholesale
16-02-23,2023,Prius,85258,1,Europe,Spain,Dealership
17-02-23,2023,Corolla Cross,98867,2,North America,Canada,Wholesale
17-02-23,2023,Corolla Cross,65435,2,Africa,Nigeria,Wholesale
18-02-23,2023,Corolla Cross,103709,4,Asia,China,Dealership
18-02-23,2023,Corolla Cross,53806,3,Europe,United Kingdom,Online
19-02-23,2023,Vitz,55278,4,South America,Chile,Dealership
19-02-23,2023,Tundra,81738,4,North America,Canada,Online
19-02-23,2023,Camry,119944,4,Europe,Germany,Dealership
19-02-23,2023,Vitz,79383,4,Europe,Italy,Wholesale
20-02-23,2023,Corolla Cross,97891,5,Europe,France,Wholesale
21-02-23,2023,Camry,50405,5,North America,Mexico,Wholesale
22-02-23,2023,Tundra,111622,1,Africa,South Africa,Wholesale
22-02-23,2023,Yaris,63268,4,South America,Argentina,Dealership
23-02-23,2023,Yaris,86195,2,South America,Colombia,Dealership
23-02-23,2023,Corolla Cross,80338,3,North America,Canada,Online
24-02-23,2023,Yaris,118333,5,Africa,South Africa,Wholesale
24-02-23,2023,Vitz,71074,2,Africa,Nigeria,Online
25-02-23,2023,Tundra,113795,5,South America,Peru,Online
25-02-23,2023,Prius,97494,1,Europe,Spain,Dealership
25-02-23,2023,Corolla Cross,77083,3,South America,Peru,Dealership
25-02-23,2023,Prius,61518,5,Asia,South Korea,Dealership
27-02-23,2023,Corolla Cross,94940,3,Africa,Egypt,Dealership
27-02-23,2023,Corolla Cross,48394,3,Africa,South Africa,Dealership
27-02-23,2023,Vitz,105043,2,South America,Chile,Online
28-02-23,2023,Corolla Cross,97262,5,Asia,Japan,Wholesale
28-02-23,2023,Tundra,67252,3,Europe,France,Wholesale
28-02-23,2023,Vitz,106821,4,South America,Colombia,Online
01-03-23,2023,Vitz,99126,3,Africa,Nigeria,Online
01-03-23,2023,Yaris,41151,3,Europe,Italy,Online
01-03-23,2023,Corolla Cross,69708,5,South America,Brazil,Wholesale
02-03-23,2023,Tundra,59472,4,North America,Canada,Dealership
02-03-23,2023,Prius,50428,3,South America,Argentina,Wholesale
02-03-23,2023,Prius,88896,5,Europe,Italy,Wholesale
02-03-23,2023,Vitz,108655,5,Europe,Spain,Online
03-03-23,2023,Vitz,30076,3,South America,Peru,Wholesale
04-03-23,2023,Corolla Cross,70770,1,Africa,Egypt,Online
04-03-23,2023,Yaris,86812,1,South America,Chile,Wholesale
04-03-23,2023,Corolla Cross,74894,2,Africa,South Africa,Dealership
05-03-23,2023,Yaris,37404,1,North America,United States,Wholesale
05-03-23,2023,Tundra,68930,1,Asia,South Korea,Dealership
06-03-23,2023,Vitz,61594,5,South America,Brazil,Online
07-03-23,2023,Camry,37288,5,North America,Canada,Dealership
07-03-23,2023,Corolla Cross,106803,3,Africa,South Africa,Dealership
09-03-23,2023,Vitz,81235,3,North America,United States,Wholesale
09-03-23,2023,Tundra,35605,5,Africa,Egypt,Dealership
09-03-23,2023,Camry,111462,3,North America,Canada,Online
09-03-23,2023,Vitz,58821,5,South America,Brazil,Online
10-03-23,2023,Camry,85305,1,North America,Mexico,Dealership
10-03-23,2023,Vitz,119468,3,Asia,Thailand,Wholesale
10-03-23,2023,Vitz,70194,1,Africa,Kenya,Online
10-03-23,2023,Vitz,110000,2,Africa,South Africa,Online
10-03-23,2023,Vitz,53461,3,Asia,Thailand,Dealership
11-03-23,2023,Tundra,57446,5,North America,Canada,Wholesale
12-03-23,2023,Prius,63712,5,Africa,Morocco,Wholesale
12-03-23,2023,Yaris,93948,2,Europe,Spain,Online
13-03-23,2023,Camry,105973,5,South America,Peru,Wholesale
13-03-23,2023,Camry,90503,1,Africa,Kenya,Online
13-03-23,2023,Yaris,116538,5,Asia,South Korea,Online
13-03-23,2023,Prius,73050,2,Europe,Spain,Dealership
13-03-23,2023,Camry,110908,4,North America,Canada,Dealership
13-03-23,2023,Vitz,63375,4,Africa,Kenya,Online
14-03-23,2023,Corolla Cross,44096,1,North America,Mexico,Wholesale
14-03-23,2023,Corolla Cross,50578,4,North America,Canada,Wholesale
15-03-23,2023,Prius,115030,5,North America,Mexico,Online
15-03-23,2023,Vitz,88958,2,Europe,United Kingdom,Wholesale
15-03-23,2023,Camry,85803,1,Africa,Nigeria,Online
16-03-23,2023,Tundra,60289,4,Africa,Morocco,Dealership
16-03-23,2023,Yaris,47977,5,South America,Colombia,Dealership
17-03-23,2023,Camry,58962,5,North America,Canada,Online
17-03-23,2023,Prius,32665,3,North America,Mexico,Online
17-03-23,2023,Yaris,37377,3,Europe,Germany,Dealership
18-03-23,2023,Yaris,91338,2,Asia,Japan,Online
18-03-23,2023,Prius,105121,1,North America,Canada,Online
18-03-23,2023,Corolla Cross,40683,4,Africa,South Africa,Online
18-03-23,2023,Vitz,88014,4,North America,United States,Wholesale
19-03-23,2023,Corolla Cross,115907,5,Asia,Thailand,Wholesale
20-03-23,2023,Tundra,36511,4,South America,Brazil,Online
20-03-23,2023,Yaris,38911,2,Africa,Kenya,Online
20-03-23,2023,Tundra,43950,3,Asia,China,Online
20-03-23,2023,Prius,35973,5,North America,Mexico,Online
20-03-23,2023,Corolla Cross,83537,1,South America,Brazil,Dealership
21-03-23,2023,Corolla Cross,74549,5,Africa,Morocco,Dealership
21-03-23,2023,Prius,43790,4,South America,Colombia,Dealership
22-03-23,2023,Corolla Cross,116649,2,North America,Canada,Dealership
22-03-23,2023,Vitz,94936,1,Asia,China,Dealership
23-03-23,2023,Prius,39868,5,Africa,South Africa,Online
23-03-23,2023,Tundra,110220,4,South America,Argentina,Dealership
23-03-23,2023,Camry,119579,5,South America,Brazil,Dealership
24-03-23,2023,Corolla Cross,64828,1,Africa,Egypt,Wholesale
24-03-23,2023,Prius,97762,4,Africa,Nigeria,Wholesale
24-03-23,2023,Vitz,42017,3,South America,Argentina,Online
24-03-23,2023,Prius,64533,1,North America,Canada,Dealership
24-03-23,2023,Corolla Cross,46333,3,Africa,Egypt,Dealership
25-03-23,2023,Prius,114935,3,Africa,Egypt,Online
25-03-23,2023,Corolla Cross,111096,4,North America,Canada,Wholesale
25-03-23,2023,Vitz,61230,5,Europe,Italy,Wholesale
26-03-23,2023,Camry,65949,5,Asia,Japan,Wholesale
26-03-23,2023,Tundra,104613,2,North America,United States,Online
26-03-23,2023,Camry,84833,1,Asia,India,Wholesale
26-03-23,2023,Tundra,119782,1,Asia,Japan,Dealership
26-03-23,2023,Corolla Cross,65674,4,Asia,India,Dealership
27-03-23,2023,Prius,82599,4,South America,Colombia,Online
27-03-23,2023,Camry,102941,2,Asia,South Korea,Wholesale
28-03-23,2023,Camry,119694,2,Africa,South Africa,Dealership
29-03-23,2023,Prius,59415,3,Asia,South Korea,Online
29-03-23,2023,Tundra,38348,2,North America,Mexico,Online
30-03-23,2023,Vitz,105888,5,Africa,Kenya,Wholesale
30-03-23,2023,Corolla Cross,88335,3,South America,Argentina,Online
30-03-23,2023,Prius,63379,2,South America,Argentina,Wholesale
30-03-23,2023,Tundra,64422,5,Europe,Germany,Wholesale
31-03-23,2023,Camry,49088,5,North America,Mexico,Online
31-03-23,2023,Vitz,117843,3,Europe,France,Online
31-03-23,2023,Camry,82191,3,Africa,Egypt,Dealership
31-03-23,2023,Tundra,58833,5,North America,United States,Dealership
31-03-23,2023,Tundra,47428,4,Europe,Germany,Wholesale
31-03-23,2023,Camry,68199,3,Asia,China,Wholesale
31-03-23,2023,Tundra,78960,1,Africa,Morocco,Online
01-04-23,2023,Vitz,82616,4,South America,Argentina,Wholesale
01-04-23,2023,Corolla Cross,90572,1,Africa,Nigeria,Wholesale
01-04-23,2023,Prius,91645,2,North America,Canada,Dealership
02-04-23,2023,Prius,72980,3,Asia,Thailand,Dealership
02-04-23,2023,Camry,64850,3,Asia,South Korea,Dealership
02-04-23,2023,Corolla Cross,65751,5,Africa,Egypt,Dealership
02-04-23,2023,Tundra,31267,3,South America,Chile,Online
03-04-23,2023,Camry,77401,1,South America,Chile,Dealership
03-04-23,2023,Tundra,107930,4,Africa,Nigeria,Dealership
03-04-23,2023,Prius,64889,2,Europe,Spain,Wholesale
04-04-23,2023,Vitz,82062,4,Asia,China,Dealership
05-04-23,2023,Vitz,60475,1,Europe,Italy,Wholesale
05-04-23,2023,Vitz,69767,2,Asia,Thailand,Wholesale
05-04-23,2023,Yaris,93056,5,Africa,Kenya,Dealership
06-04-23,2023,Yaris,44003,3,Africa,Egypt,Wholesale
06-04-23,2023,Vitz,58787,3,Europe,Italy,Online
06-04-23,2023,Yaris,72154,5,Africa,Morocco,Wholesale
06-04-23,2023,Corolla Cross,109199,1,Asia,India,Wholesale
06-04-23,2023,Tundra,105923,5,Asia,Thailand,Online
06-04-23,2023,Prius,61716,1,North America,United States,Wholesale
06-04-23,2023,Camry,95152,2,North America,Mexico,Online
06-04-23,2023,Vitz,39849,4,Asia,Thailand,Dealership
07-04-23,2023,Tundra,110350,4,North America,Mexico,Wholesale
07-04-23,2023,Vitz,63545,5,North America,United States,Online
07-04-23,2023,Camry,54774,3,South America,Brazil,Wholesale
08-04-23,2023,Vitz,86558,5,South America,Peru,Wholesale
09-04-23,2023,Prius,62161,3,Africa,Egypt,Dealership
09-04-23,2023,Vitz,117951,5,Asia,Japan,Online
10-04-23,2023,Camry,95138,5,Europe,United Kingdom,Online
10-04-23,2023,Camry,104548,4,South America,Chile,Wholesale
10-04-23,2023,Vitz,112158,3,Europe,Germany,Dealership
10-04-23,2023,Corolla Cross,36716,4,North America,Mexico,Wholesale
10-04-23,2023,Prius,72706,3,Europe,United Kingdom,Dealership
11-04-23,2023,Prius,49703,2,Asia,China,Wholesale
11-04-23,2023,Prius,104305,2,Africa,Morocco,Dealership
11-04-23,2023,Corolla Cross,36228,2,Europe,Spain,Dealership
11-04-23,2023,Prius,47798,1,Africa,Egypt,Dealership
12-04-23,2023,Corolla Cross,70494,4,North America,Canada,Dealership
12-04-23,2023,Camry,30818,4,Africa,Nigeria,Online
13-04-23,2023,Corolla Cross,33590,2,South America,Peru,Online
13-04-23,2023,Corolla Cross,46205,5,North America,United States,Online
14-04-23,2023,Tundra,83105,4,Africa,Morocco,Wholesale
14-04-23,2023,Tundra,45569,3,South America,Chile,Wholesale
15-04-23,2023,Camry,118619,4,Africa,Kenya,Wholesale
15-04-23,2023,Camry,113750,4,Europe,France,Dealership
15-04-23,2023,Vitz,89051,3,Africa,Kenya,Wholesale
15-04-23,2023,Prius,34019,2,South America,Chile,Online
15-04-23,2023,Prius,110824,2,Asia,South Korea,Dealership
16-04-23,2023,Corolla Cross,109152,3,Europe,France,Dealership
16-04-23,2023,Camry,75487,4,Africa,Egypt,Dealership
17-04-23,2023,Vitz,58875,4,North America,United States,Dealership
17-04-23,2023,Vitz,51459,2,North America,Canada,Wholesale
17-04-23,2023,Vitz,46010,1,Africa,South Africa,Dealership
18-04-23,2023,Corolla Cross,37739,2,South America,Chile,Dealership
18-04-23,2023,Prius,56209,3,Europe,Germany,Dealership
19-04-23,2023,Prius,51545,1,North America,Canada,Wholesale
20-04-23,2023,Prius,95057,1,South America,Colombia,Wholesale
20-04-23,2023,Tundra,108346,3,Europe,United Kingdom,Wholesale
20-04-23,2023,Camry,100529,5,Asia,South Korea,Online
20-04-23,2023,Prius,95526,2,North America,Mexico,Wholesale
20-04-23,2023,Prius,68639,4,Asia,Japan,Online
21-04-23,2023,Corolla Cross,110987,2,South America,Peru,Wholesale
21-04-23,2023,Vitz,87824,3,North America,Canada,Wholesale
21-04-23,2023,Corolla Cross,57675,4,Africa,Egypt,Online
21-04-23,2023,Vitz,108754,5,North America,Canada,Wholesale
21-04-23,2023,Vitz,52625,3,Africa,Egypt,Online
22-04-23,2023,Prius,109244,2,North America,United States,Online
23-04-23,2023,Vitz,92167,1,North America,Mexico,Online
24-04-23,2023,Corolla Cross,69935,3,South America,Argentina,Online
26-04-23,2023,Vitz,79322,3,Africa,Morocco,Wholesale
26-04-23,2023,Tundra,88132,2,Asia,India,Online
26-04-23,2023,Yaris,73915,5,North America,United States,Dealership
26-04-23,2023,Tundra,92761,2,Europe,United Kingdom,Online
27-04-23,2023,Corolla Cross,106593,2,South America,Brazil,Wholesale
27-04-23,2023,Vitz,90532,5,Asia,Japan,Wholesale
29-04-23,2023,Camry,79803,5,Asia,India,Dealership
30-04-23,2023,Yaris,87142,3,North America,Mexico,Wholesale
30-04-23,2023,Prius,87477,1,Europe,Spain,Online
01-05-23,2023,Vitz,53089,2,North America,United States,Online
01-05-23,2023,Camry,86395,1,South America,Peru,Dealership
01-05-23,2023,Vitz,46236,5,South America,Argentina,Online
02-05-23,2023,Camry,80699,5,Africa,Kenya,Wholesale
02-05-23,2023,Vitz,45362,2,Europe,France,Wholesale
03-05-23,2023,Camry,46531,3,Asia,South Korea,Dealership
04-05-23,2023,Prius,110169,2,Asia,South Korea,Dealership
05-05-23,2023,Prius,109852,3,Africa,Morocco,Dealership
05-05-23,2023,Vitz,45369,4,South America,Brazil,Dealership
06-05-23,2023,Camry,31767,3,North America,Mexico,Online
06-05-23,2023,Yaris,111776,2,Europe,United Kingdom,Dealership
06-05-23,2023,Corolla Cross,95196,2,Africa,Morocco,Wholesale
06-05-23,2023,Prius,39973,3,Asia,India,Online
07-05-23,2023,Camry,64968,1,North America,Mexico,Wholesale
08-05-23,2023,Vitz,64047,3,Africa,Kenya,Wholesale
08-05-23,2023,Tundra,99222,4,Asia,Japan,Dealership
08-05-23,2023,Tundra,73552,4,South America,Peru,Online
08-05-23,2023,Camry,78797,1,Europe,United Kingdom,Dealership
09-05-23,2023,Corolla Cross,57955,4,Europe,France,Online
09-05-23,2023,Prius,117359,2,South America,Colombia,Wholesale
09-05-23,2023,Yaris,39495,1,Asia,Thailand,Wholesale
11-05-23,2023,Tundra,72836,1,North America,United States,Dealership
11-05-23,2023,Camry,65455,1,South America,Chile,Wholesale
11-05-23,2023,Tundra,48898,3,South America,Colombia,Wholesale
11-05-23,2023,Prius,101571,3,Africa,Egypt,Dealership
11-05-23,2023,Tundra,112731,1,Europe,Spain,Dealership
11-05-23,2023,Corolla Cross,31132,4,Europe,Italy,Online
13-05-23,2023,Tundra,114285,2,Asia,South Korea,Wholesale
13-05-23,2023,Corolla Cross,77941,2,Africa,Kenya,Online
13-05-23,2023,Corolla Cross,94813,3,South America,Peru,Online
13-05-23,2023,Prius,95326,5,North America,United States,Online
14-05-23,2023,Tundra,108243,1,Asia,China,Online
14-05-23,2023,Tundra,69288,5,Asia,Thailand,Dealership
15-05-23,2023,Vitz,93535,2,Asia,India,Dealership
15-05-23,2023,Vitz,78100,3,Africa,Egypt,Dealership
16-05-23,2023,Vitz,102934,3,Europe,Germany,Dealership
16-05-23,2023,Prius,107702,3,Asia,South Korea,Wholesale
16-05-23,2023,Prius,57005,3,South America,Peru,Dealership
16-05-23,2023,Corolla Cross,50760,3,Africa,Nigeria,Wholesale
17-05-23,2023,Vitz,52236,1,Europe,Italy,Online
17-05-23,2023,Prius,33280,5,North America,Canada,Wholesale
17-05-23,2023,Camry,90282,2,South America,Peru,Wholesale
18-05-23,2023,Yaris,91971,2,South America,Chile,Dealership
18-05-23,2023,Vitz,53107,3,Asia,Thailand,Online
19-05-23,2023,Camry,83606,3,North America,United States,Wholesale
19-05-23,2023,Tundra,89790,3,Africa,Nigeria,Wholesale
19-05-23,2023,Corolla Cross,38255,4,Europe,United Kingdom,Dealership
20-05-23,2023,Tundra,57431,2,South America,Argentina,Dealership
20-05-23,2023,Prius,42992,3,Africa,Kenya,Wholesale
20-05-23,2023,Corolla Cross,37591,5,South America,Argentina,Wholesale
20-05-23,2023,Tundra,117467,4,Asia,South Korea,Dealership
20-05-23,2023,Vitz,98577,1,Asia,India,Dealership
20-05-23,2023,Vitz,87357,4,North America,United States,Online
21-05-23,2023,Corolla Cross,94948,4,Europe,Germany,Wholesale
21-05-23,2023,Corolla Cross,77782,4,Asia,India,Dealership
21-05-23,2023,Prius,108348,5,Asia,China,Wholesale
21-05-23,2023,Vitz,58557,2,Africa,Kenya,Online
22-05-23,2023,Camry,52416,3,Asia,Thailand,Online
22-05-23,2023,Yaris,93428,5,North America,United States,Dealership
